label,model,n,theta1,theta2,SSE,MSE,s2,SST,R2,maxAbsStdResidual,maxCook
Austin housing,expgrowth,16,137226.960313858,0.0371086087177533,1236251449.78002,77265715.6112514,88303674.9842873,16532416093.75,0.92522257831102,2.46666065303204,1.22604143545263
